"Account Number","Adv Number","Certificate Number","Batch Number","Tax Year","Face Amount","Assessed Value","Property Address",Homestead,Removed,"Removed Because","Removed Time Stamp","Winning Bid","Winning Premium","Winning Amount Due","Winning Bidder","Winning Bidder Name","Winning Bidder Business Name","Winning Bidder Address","Winning Bidder City","Winning Bidder State","Winning Bidder Zip","Num Ties","Num Bids"
000320060,2,,1,2016,442.64,1000.00,"**ES BRUCE ST 110 FT N OF LAURENS ST",0,1,"Struck to City","2017-05-24 12:55:31",,0.00,442.64,162,"HERON J DOUGLAS","BERNADINE OF GRENVILLE LIMITED","496 EAST 45TH STREET",BROOKLYN,NY,11203,,1
051920014,12,,1,2016,18052.55,5500.00,"**ES KENILWORTH AV 507-2 FT N OF E 43RD ST",0,0,,,18052.55,,,City,,,,,,,,1
011510034,18,,1,2016,5677.17,1000.00,"**ES N BOND ST SEC E HOFFMAN ST",0,0,,,5677.17,,,City,,,,,,,,1
013430051,20,,1,2016,1202.53,0.00,"**ES N EDEN ST NEC TENPIN ALLEY",0,1,"Struck to City","2017-05-24 12:55:31",,0.00,1202.53,162,"HERON J DOUGLAS","BERNADINE OF GRENVILLE LIMITED","496 EAST 45TH STREET",BROOKLYN,NY,11203,,1
04804016B,25,,1,2016,3414.18,1900.00,"**ES PIMLICO RD 99-3 N-ROSALIND AVE",0,0,,,3414.18,,,City,,,,,,,,1
074790021,26,,1,2016,2244.87,9600.00,"**ES PUGET ST SEC HARMAN AV",0,0,,,2244.87,,,City,,,,,,,,1
074770040,28,,1,2016,1783.80,3100.00,"**ES RIDGELY ST 192 FT S OF HARMAN AV",0,1,"Struck to City","2017-05-24 12:55:31",,0.00,1783.80,162,"HERON J DOUGLAS","BERNADINE OF GRENVILLE LIMITED","496 EAST 45TH STREET",BROOKLYN,NY,11203,,1
022530041,30,,1,2016,484.77,5000.00,"**ES S CULVER ST 360 FT S OF ST. JOSEPH ST",0,0,,,484.77,,,City,,,,,,,,1
018320001,33,,1,2016,1459.98,0.00,"**ES S WASHINGTON ST 44'8 N ALICEANNA S0000",0,0,,,1459.98,,,City,,,,,,,,1
2199C0042,35,,1,2016,4700.83,47800.00,"**ES 10 FT ALLEY 1ST E OF HILTON ST REAR 219-59 S HI",0,0,,,4700.83,,,City,,,,,,,,1
051500026,36,,1,2016,7827.90,800.00,"**ES 12 FT ALLEY 1ST E OF READY AVE 142-1 FT S OF HA",0,0,,,7827.90,,,City,,,,,,,,1
051500022,37,,1,2016,5500.84,800.00,"**ES 12 FT ALLEY 1ST E OF READY AVE 97-5 FT S OF HAR",0,0,,,5500.84,,,City,,,,,,,,1
4179E0135,38,,1,2016,2804.44,6200.00,"**ES 15 FT ALLEY 1ST E OF KENTUCKY AV REAR 30000KENT",0,0,,,2804.44,,,City,,,,,,,,1
6629C039B,39,,1,2016,2151.37,4500.00,"**ES 15 FT ALLEY 1ST E OF TOLNA ST REAR 505 TOLNA ST",0,0,,,2151.37,,,City,,,,,,,,1
02301046F,41,,1,2016,3685.84,3000.00,"**ES 20 FT ALLEY 1ST E OF N SMALLWOOD ST REAR 1715 N",0,0,,,3685.84,,,City,,,,,,,,1
02301046G,42,,1,2016,334.15,900.00,"**ES 20 FT ALLEY 1ST E OF N SMALLWOOD ST REAR 1721 N",0,0,,,334.15,,,City,,,,,,,,1
3969M0060,44,,1,2016,383.63,2000.00,"**ES 22 FT ALLEY 1ST E OF WELBOURNE RD 41-8 FT N OF",0,0,,,383.63,,,City,,,,,,,,1
3969M0065,45,,1,2016,388.85,300.00,"**ES 22 FT ALLEY 1ST E OF WELBOURNE RD 91-7 FT N OF",0,0,,,388.85,,,City,,,,,,,,1
5090A031B,46,,1,2016,373.21,2400.00,"**N.S. 15 FT ALLEY-1ST S.OF E.LAKE AVE-165'10 E. HEN",0,0,,,373.21,,,City,,,,,,,,1
042650002,49,,1,2016,3627.43,2700.00,"**NES ARMSTRONG AV NEC RIDGE AV",0,0,,,3627.43,,,City,,,,,,,,1
042650009,52,,1,2016,5190.66,4300.00,"**NES ARMSTRONG AV 175 FT N OF RIDGE AV",0,0,,,5190.66,,,City,,,,,,,,1
042650010,53,,1,2016,4851.50,4000.00,"**NES ARMSTRONG AV 200 FT N OF RIDGE AV",0,0,,,4851.50,,,City,,,,,,,,1
042750022,55,,1,2016,316.93,2700.00,"**NES ARMSTRONG AV 25 FT S OF RIDGE AV",0,0,,,316.93,,,City,,,,,,,,1
042650012,56,,1,2016,4752.80,3400.00,"**NES ARMSTRONG AV 250 FT N OF RIDGE AV",0,0,,,4752.80,,,City,,,,,,,,1
042750023,58,,1,2016,316.93,2700.00,"**NES ARMSTRONG AV 50 FT S OF RIDGE AV",0,0,,,316.93,,,City,,,,,,,,1
042750021,59,,1,2016,316.93,2700.00,"**NES ARMSTRONG AVE SEC RIDGE AVE",0,0,,,316.93,,,City,,,,,,,,1
04348035A,60,,1,2016,633.52,0.00,"**NES BENHURST RD 110-1 SE TEMPLE GATE",0,0,,,633.52,,,City,,,,,,,,1
041300015,61,,1,2016,94951.42,1000.00,"**NES CARSWELL ST 16 FT NW OF POLK ST",0,0,,,94951.42,,,City,,,,,,,,1
041300013,62,,1,2016,36545.01,1000.00,"**NES CARSWELL ST 48 FT NW OF POLK ST",0,0,,,36545.01,,,City,,,,,,,,1
04527023A,63,,1,2016,586.61,1000.00,"**NES DENMORE AV REAR 5412 PARK HEIGHTS AVE",0,0,,,586.61,,,City,,,,,,,,1
5570G0001,66,,1,2016,645.74,9700.00,"**NES WALNUT AV 100 FT SE OF BROOK AV",0,0,,,645.74,,,City,,,,,,,,1
4190A0061,67,,1,2016,3142.62,1000.00,"**NES 10 FT ALLEY 1ST NE OF CLIFTON PK. TER 139-9 FT",0,0,,,3142.62,,,City,,,,,,,,1
3100D0050,70,,1,2016,878.61,1600.00,"**NES 15 FT ALLEY 1ST NE SEQUOIA AV REAR 3246 SEQUOI",0,0,,,878.61,,,City,,,,,,,,1
03800002B,78,,1,2016,1357.79,49100.00,"**NS E NORTH AVE 194-3 FT W OF ST. PAUL ST",0,0,,,1357.79,0.00,1357.79,215,"SUBHASH C GUPTA","U S LIENS 401K TRUST","2255 SEPTEMBER DR",GAMBRILLS,MD,21054,,2
4048A0001,80,,1,2016,315.37,100.00,"**NS E 36TH ST 114 FT W OF OLD YORK RD",0,0,,,315.37,,,City,,,,,,,,1
065260006,86,,1,2016,10558.27,0.00,"**NS HOLABVIRD AVE NWC IRIS AVE",0,0,,,10558.27,,,City,,,,,,,,1
